transaction_id,arrival_time,service_time_min,wait_time_min,transaction_type,teller_id,abandoned,response_time_min,handled,queue_length_at_arrival
77,10/23/2025 12:50,6.2,19.5,Loan Inquiry,T1,FALSE,25.7,TRUE,23
78,10/23/2025 12:51,2.3,19.7,Balance Check,T3,FALSE,22,TRUE,23
79,10/23/2025 12:52,55.8,21.8,Loan Inquiry,T3,FALSE,77.7,TRUE,23
80,10/23/2025 12:57,4.6,18.6,Deposit,T1,FALSE,23.2,TRUE,23
81,10/23/2025 12:58,1,22.3,Withdrawal,T1,FALSE,23.3,TRUE,23
82,10/23/2025 12:59,1,22.2,Withdrawal,T1,FALSE,23.3,TRUE,23
83,10/23/2025 13:00,3.5,22,Loan Inquiry,T1,FALSE,25.5,TRUE,23
84,10/23/2025 13:01,,25.2,Deposit,,TRUE,,FALSE,24
85,10/23/2025 13:04,7.7,21.6,Pay Order,T1,FALSE,29.4,TRUE,24
86,10/23/2025 13:05,,28.3,Deposit,,TRUE,,FALSE,25
87,10/23/2025 13:06,,27.4,Withdrawal,,TRUE,,FALSE,26
88,10/23/2025 13:07,,26.4,Withdrawal,,TRUE,,FALSE,27
89,10/23/2025 13:09,1.2,24.2,Withdrawal,T1,FALSE,25.4,TRUE,27
90,10/23/2025 13:10,10.2,24.6,Withdrawal,T1,FALSE,34.8,TRUE,27
91,10/23/2025 13:11,,34.3,Deposit,,TRUE,,FALSE,28
92,10/23/2025 13:13,,31.6,Withdrawal,,TRUE,,FALSE,29
93,10/23/2025 13:16,,29.4,Deposit,,TRUE,,FALSE,30
94,10/23/2025 13:19,,25.6,Deposit,,TRUE,,FALSE,31
95,10/23/2025 13:20,3.8,25,Withdrawal,T1,FALSE,28.8,TRUE,31
96,10/23/2025 13:20,,28.6,Transfer,,TRUE,,FALSE,32
97,10/23/2025 13:20,,28.3,Deposit,,TRUE,,FALSE,33
98,10/23/2025 13:23,,25.6,Balance Check,,TRUE,,FALSE,34
99,10/23/2025 13:26,1,23.2,Loan Inquiry,T1,FALSE,24.2,TRUE,34
100,10/23/2025 13:29,10,20.6,Deposit,T1,FALSE,30.6,TRUE,34
101,10/23/2025 13:29,,30.4,Withdrawal,,TRUE,,FALSE,35
102,10/23/2025 13:33,,26.9,Deposit,,TRUE,,FALSE,36
103,10/23/2025 13:33,,26.7,Withdrawal,,TRUE,,FALSE,37
104,10/23/2025 13:39,3.2,20.3,Loan Inquiry,T1,FALSE,23.5,TRUE,37
105,10/23/2025 13:41,4,22.3,Deposit,T1,FALSE,26.3,TRUE,37
106,10/23/2025 13:42,16.2,23.9,Pay Order,T2,FALSE,40.1,TRUE,37
107,10/23/2025 13:42,13.2,24.4,Loan Inquiry,T1,FALSE,37.6,TRUE,37
108,10/23/2025 13:49,3.8,20.5,Balance Check,T3,FALSE,24.3,TRUE,37
109,10/23/2025 13:49,8.6,24,Deposit,T3,FALSE,32.7,TRUE,37
110,10/23/2025 13:49,,30.9,Deposit,,TRUE,,FALSE,38
111,10/23/2025 13:53,,27.3,Withdrawal,,TRUE,,FALSE,39
112,10/23/2025 13:54,,26.2,Deposit,,TRUE,,FALSE,40
113,10/23/2025 13:56,1,24.5,Balance Check,T1,FALSE,25.5,TRUE,40
114,10/23/2025 13:56,12.1,24.7,Transfer,T1,FALSE,36.9,TRUE,40
115,10/23/2025 13:58,5.9,23.7,Withdrawal,T3,FALSE,29.5,TRUE,40
116,10/23/2025 13:59,2.1,23.3,Loan Inquiry,T2,FALSE,25.5,TRUE,40
1,10/24/2025 11:02,2.7,0,Deposit,T1,FALSE,2.7,TRUE,0
2,10/24/2025 11:05,2.7,0,Deposit,T2,FALSE,2.7,TRUE,0
3,10/24/2025 11:11,1.5,0,Balance Check,T3,FALSE,1.5,TRUE,0
4,10/24/2025 11:11,26.5,0,Withdrawal,T1,FALSE,26.5,TRUE,0
5,10/24/2025 11:13,3.2,0,Deposit,T2,FALSE,3.2,TRUE,0
6,10/24/2025 11:15,2.6,0,Transfer,T3,FALSE,2.6,TRUE,0
7,10/24/2025 11:16,1,0.4,Deposit,T2,FALSE,1.4,TRUE,0
8,10/24/2025 11:18,5.9,0,Transfer,T2,FALSE,5.9,TRUE,0
9,10/24/2025 11:18,1,0,Deposit,T3,FALSE,1,TRUE,0
10,10/24/2025 11:20,9.5,0,Deposit,T3,FALSE,9.5,TRUE,0
11,10/24/2025 11:21,1,2,Balance Check,T2,FALSE,3,TRUE,0
12,10/24/2025 11:24,1,1,Balance Check,T2,FALSE,2,TRUE,0
13,10/24/2025 11:24,10.2,1.7,Withdrawal,T2,FALSE,11.9,TRUE,0
14,10/24/2025 11:31,1.2,0,Deposit,T3,FALSE,1.2,TRUE,0
15,10/24/2025 11:31,3.9,0.8,Deposit,T3,FALSE,4.7,TRUE,0
16,10/24/2025 11:33,4.7,3,Withdrawal,T2,FALSE,7.7,TRUE,0
17,10/24/2025 11:34,1,1.5,Deposit,T3,FALSE,2.5,TRUE,0
18,10/24/2025 11:39,1,0,Withdrawal,T3,FALSE,1,TRUE,0
19,10/24/2025 11:39,6,0,Deposit,T1,FALSE,6,TRUE,0
20,10/24/2025 11:40,17.2,0,Deposit,T3,FALSE,17.2,TRUE,0
21,10/24/2025 11:41,1,0,Balance Check,T2,FALSE,1,TRUE,0
22,10/24/2025 11:42,14.4,0,Deposit,T2,FALSE,14.4,TRUE,0
23,10/24/2025 11:43,3.6,2,Withdrawal,T1,FALSE,5.6,TRUE,0
24,10/24/2025 11:50,2.5,0,Withdrawal,T1,FALSE,2.5,TRUE,0
25,10/24/2025 11:50,8.6,2.1,Deposit,T1,FALSE,10.7,TRUE,0
26,10/24/2025 11:51,7.2,6.2,Withdrawal,T2,FALSE,13.4,TRUE,0
27,10/24/2025 11:56,29.9,1.2,Deposit,T3,FALSE,31.1,TRUE,0
28,10/24/2025 11:58,2.9,3.2,Balance Check,T1,FALSE,6.2,TRUE,0
29,10/24/2025 11:59,3,4.8,Deposit,T1,FALSE,7.9,TRUE,0
30,10/24/2025 11:59,6.7,5.2,Deposit,T2,FALSE,11.9,TRUE,0
31,10/24/2025 11:59,13.9,7.3,Pay Order,T1,FALSE,21.2,TRUE,0
32,10/24/2025 12:00,2.8,11.1,Deposit,T2,FALSE,13.9,TRUE,0
33,10/24/2025 12:04,10,9.7,Pay Order,T2,FALSE,19.6,TRUE,0
34,10/24/2025 12:07,5.2,13.5,Transfer,T1,FALSE,18.7,TRUE,0
35,10/24/2025 12:07,1.6,16.4,Deposit,T2,FALSE,18,TRUE,0
36,10/24/2025 12:08,2.7,17,Balance Check,T2,FALSE,19.8,TRUE,0
37,10/24/2025 12:15,4.5,11.1,Withdrawal,T1,FALSE,15.7,TRUE,0
38,10/24/2025 12:15,5,12,Deposit,T3,FALSE,16.9,TRUE,0
39,10/24/2025 12:17,5.7,10.6,Deposit,T2,FALSE,16.3,TRUE,0
40,10/24/2025 12:23,1.3,7.5,Withdrawal,T1,FALSE,8.9,TRUE,0
41,10/24/2025 12:26,1,6.1,Deposit,T1,FALSE,7.1,TRUE,0
42,10/24/2025 12:29,1.5,3.6,Transfer,T3,FALSE,5.2,TRUE,0
43,10/24/2025 12:32,1.4,0.5,Balance Check,T1,FALSE,1.9,TRUE,0
44,10/24/2025 12:33,1,1,Withdrawal,T2,FALSE,2,TRUE,0
45,10/24/2025 12:34,16.9,0,Deposit,T3,FALSE,16.9,TRUE,0
46,10/24/2025 12:36,3.4,0,Deposit,T1,FALSE,3.4,TRUE,0
47,10/24/2025 12:37,4.3,0,Withdrawal,T2,FALSE,4.3,TRUE,0
48,10/24/2025 12:37,16.6,1.9,Withdrawal,T1,FALSE,18.5,TRUE,0
49,10/24/2025 12:40,78,1.5,Pay Order,T2,FALSE,79.5,TRUE,0
50,10/24/2025 12:40,9.4,10.9,Pay Order,T3,FALSE,20.3,TRUE,0
51,10/24/2025 12:40,3.5,15.5,Withdrawal,T1,FALSE,19,TRUE,0
52,10/24/2025 12:41,4.4,18.2,Deposit,T1,FALSE,22.6,TRUE,0
53,10/24/2025 12:43,1,17.3,Balance Check,T3,FALSE,18.4,TRUE,0
54,10/24/2025 12:47,2.3,14.3,Deposit,T3,FALSE,16.6,TRUE,0
55,10/24/2025 12:47,8.9,16.5,Withdrawal,T3,FALSE,25.4,TRUE,0
56,10/24/2025 12:47,1,16.8,Transfer,T1,FALSE,17.8,TRUE,0
57,10/24/2025 12:48,3.2,16.3,Deposit,T1,FALSE,19.5,TRUE,0
58,10/24/2025 12:50,1,18.3,Deposit,T1,FALSE,19.3,TRUE,0
59,10/24/2025 12:50,2,18.5,Balance Check,T1,FALSE,20.5,TRUE,0
60,10/24/2025 12:51,9.2,20.3,Transfer,T1,FALSE,29.5,TRUE,0
61,10/24/2025 12:51,7.2,21.1,Withdrawal,T3,FALSE,28.3,TRUE,0
62,10/24/2025 12:54,,26,Deposit,,TRUE,,FALSE,1
63,10/24/2025 12:56,2,23.8,Balance Check,T3,FALSE,25.7,TRUE,1
64,10/24/2025 12:57,17.4,23.4,Deposit,T1,FALSE,40.8,TRUE,1
65,10/24/2025 12:57,6.3,24.3,Deposit,T3,FALSE,30.6,TRUE,1
66,10/24/2025 12:58,,30.1,Transfer,,TRUE,,FALSE,2
67,10/24/2025 12:59,,28.7,Transfer,,TRUE,,FALSE,3
68,10/24/2025 13:02,,26.2,Loan Inquiry,,TRUE,,FALSE,4
69,10/24/2025 13:02,,26.1,Withdrawal,,TRUE,,FALSE,5
70,10/24/2025 13:03,,25.3,Deposit,,TRUE,,FALSE,6
71,10/24/2025 13:03,1.4,24.7,Withdrawal,T3,FALSE,26,TRUE,6
72,10/24/2025 13:04,8.4,24.7,Deposit,T3,FALSE,33.1,TRUE,6
73,10/24/2025 13:05,,32.9,Deposit,,TRUE,,FALSE,7
74,10/24/2025 13:05,,32.4,Balance Check,,TRUE,,FALSE,8
75,10/24/2025 13:10,,27.9,Withdrawal,,TRUE,,FALSE,9
76,10/24/2025 13:10,,27.6,Withdrawal,,TRUE,,FALSE,10
77,10/24/2025 13:11,,26.1,Loan Inquiry,,TRUE,,FALSE,11
78,10/24/2025 13:13,12.8,25,Loan Inquiry,T1,FALSE,37.8,TRUE,11
79,10/24/2025 13:13,1,24.4,Deposit,T3,FALSE,25.4,TRUE,11
80,10/24/2025 13:15,3.4,23.9,Balance Check,T3,FALSE,27.3,TRUE,11
81,10/24/2025 13:15,,27.2,Transfer,,TRUE,,FALSE,12
82,10/24/2025 13:19,6.5,23.1,Withdrawal,T3,FALSE,29.6,TRUE,12
83,10/24/2025 13:20,,28.7,Loan Inquiry,,TRUE,,FALSE,13
84,10/24/2025 13:23,,25.8,Deposit,,TRUE,,FALSE,14
85,10/24/2025 13:23,,25.5,Deposit,,TRUE,,FALSE,15
86,10/24/2025 13:26,13.7,22.8,Deposit,T3,FALSE,36.5,TRUE,15
87,10/24/2025 13:26,1,24,Balance Check,T1,FALSE,25,TRUE,15
88,10/24/2025 13:27,1,24.3,Withdrawal,T1,FALSE,25.3,TRUE,15
89,10/24/2025 13:29,1,23.6,Balance Check,T1,FALSE,24.6,TRUE,15
90,10/24/2025 13:30,1.4,23.5,Transfer,T1,FALSE,24.9,TRUE,15
91,10/24/2025 13:32,1.1,23.2,Balance Check,T1,FALSE,24.3,TRUE,15
92,10/24/2025 13:33,7,22.8,Deposit,T1,FALSE,29.8,TRUE,15
93,10/24/2025 13:35,3.7,24.3,Pay Order,T2,FALSE,28,TRUE,15
94,10/24/2025 13:36,,26.1,Deposit,,TRUE,,FALSE,16
95,10/24/2025 13:37,,25.6,Pay Order,,TRUE,,FALSE,17
96,10/24/2025 13:37,,25.6,Deposit,,TRUE,,FALSE,18
97,10/24/2025 13:42,4.7,20,Withdrawal,T3,FALSE,24.7,TRUE,18
98,10/24/2025 13:43,6.8,19.6,Loan Inquiry,T2,FALSE,26.4,TRUE,18
99,10/24/2025 13:44,1,18.7,Withdrawal,T1,FALSE,19.7,TRUE,18
100,10/24/2025 13:51,4.5,12.4,Withdrawal,T1,FALSE,16.9,TRUE,18
101,10/24/2025 13:52,1.4,15.1,Withdrawal,T3,FALSE,16.5,TRUE,18
102,10/24/2025 13:52,1.1,16,Withdrawal,T3,FALSE,17.1,TRUE,18
103,10/24/2025 13:53,1.2,15.7,Balance Check,T1,FALSE,16.9,TRUE,18
104,10/24/2025 13:53,11.3,16.8,Pay Order,T3,FALSE,28,TRUE,18
105,10/24/2025 13:57,2.5,12.1,Transfer,T1,FALSE,14.6,TRUE,18
1,10/25/2025 11:01,1.4,0,Balance Check,T1,FALSE,1.4,TRUE,0
2,10/25/2025 11:02,2.9,0,Withdrawal,T2,FALSE,2.9,TRUE,0
3,10/25/2025 11:03,3.4,0,Deposit,T3,FALSE,3.4,TRUE,0
4,10/25/2025 11:03,7.7,0,Withdrawal,T1,FALSE,7.7,TRUE,0
5,10/25/2025 11:06,2.8,0,Withdrawal,T2,FALSE,2.8,TRUE,0
6,10/25/2025 11:06,20.4,0,Pay Order,T3,FALSE,20.4,TRUE,0
7,10/25/2025 11:08,6,1.1,Withdrawal,T2,FALSE,7.1,TRUE,0
8,10/25/2025 11:10,1.4,1.3,Balance Check,T1,FALSE,2.7,TRUE,0
9,10/25/2025 11:12,1,0.7,Deposit,T1,FALSE,1.7,TRUE,0
10,10/25/2025 11:14,1,0,Withdrawal,T1,FALSE,1,TRUE,0
11,10/25/2025 11:14,3.9,0.1,Deposit,T2,FALSE,4.1,TRUE,0
12,10/25/2025 11:18,1,0,Balance Check,T1,FALSE,1,TRUE,0
13,10/25/2025 11:18,4,0.3,Deposit,T2,FALSE,4.3,TRUE,0
14,10/25/2025 11:19,14.9,0.3,Pay Order,T1,FALSE,15.2,TRUE,0
15,10/25/2025 11:23,1.6,0,Deposit,T2,FALSE,1.6,TRUE,0
16,10/25/2025 11:25,5.9,0.3,Withdrawal,T2,FALSE,6.2,TRUE,0
17,10/25/2025 11:27,1.7,0.2,Balance Check,T3,FALSE,1.8,TRUE,0
18,10/25/2025 11:37,1,0,Transfer,T3,FALSE,1,TRUE,0
19,10/25/2025 11:40,1,0,Balance Check,T2,FALSE,1,TRUE,0
20,10/25/2025 11:40,24.4,0,Loan Inquiry,T1,FALSE,24.4,TRUE,0
21,10/25/2025 11:41,1.4,0,Transfer,T3,FALSE,1.4,TRUE,0
22,10/25/2025 11:41,2.6,0,Deposit,T2,FALSE,2.6,TRUE,0
23,10/25/2025 11:41,2.8,0.7,Deposit,T3,FALSE,3.5,TRUE,0
24,10/25/2025 11:42,1,1.2,Deposit,T2,FALSE,2.2,TRUE,0
25,10/25/2025 11:43,3.5,1,Pay Order,T2,FALSE,4.5,TRUE,0
26,10/25/2025 11:47,1,0,Deposit,T3,FALSE,1,TRUE,0
27,10/25/2025 11:48,5,0,Withdrawal,T2,FALSE,5,TRUE,0
28,10/25/2025 11:49,1,0,Balance Check,T3,FALSE,1,TRUE,0
29,10/25/2025 11:50,9.8,0.3,Deposit,T3,FALSE,10,TRUE,0
30,10/25/2025 11:50,3.2,2.6,Deposit,T2,FALSE,5.9,TRUE,0
31,10/25/2025 11:54,1,2.4,Withdrawal,T2,FALSE,3.4,TRUE,0
32,10/25/2025 11:58,10.1,0,Withdrawal,T2,FALSE,10.1,TRUE,0
33,10/25/2025 11:58,1.2,1.7,Balance Check,T3,FALSE,2.9,TRUE,0
34,10/25/2025 12:00,1,1.1,Transfer,T3,FALSE,2.1,TRUE,0
35,10/25/2025 12:01,11.6,1.2,Withdrawal,T3,FALSE,12.8,TRUE,0
36,10/25/2025 12:02,1.9,3,Balance Check,T1,FALSE,4.9,TRUE,0
37,10/25/2025 12:07,6.8,0,Withdrawal,T1,FALSE,6.8,TRUE,0
38,10/25/2025 12:09,4.5,0,Deposit,T2,FALSE,4.5,TRUE,0
39,10/25/2025 12:12,1,1.2,Balance Check,T2,FALSE,2.2,TRUE,0
40,10/25/2025 12:13,4.8,1.1,Withdrawal,T3,FALSE,5.9,TRUE,0
41,10/25/2025 12:15,5.5,0,Pay Order,T1,FALSE,5.5,TRUE,0
42,10/25/2025 12:15,1.8,0,Deposit,T2,FALSE,1.8,TRUE,0
43,10/25/2025 12:15,35.7,1.8,Deposit,T2,FALSE,37.5,TRUE,0
44,10/25/2025 12:19,2.3,0,Deposit,T3,FALSE,2.3,TRUE,0
45,10/25/2025 12:19,1,1.6,Deposit,T1,FALSE,2.6,TRUE,0
46,10/25/2025 12:21,1,0.3,Balance Check,T3,FALSE,1.3,TRUE,0
47,10/25/2025 12:22,14.6,0,Deposit,T1,FALSE,14.6,TRUE,0
48,10/25/2025 12:23,1,0,Deposit,T3,FALSE,1,TRUE,0
49,10/25/2025 12:24,19,1,Deposit,T3,FALSE,20,TRUE,0
50,10/25/2025 12:25,8.3,11.9,Withdrawal,T1,FALSE,20.2,TRUE,0
51,10/25/2025 12:25,1.8,18.3,Deposit,T3,FALSE,20.1,TRUE,0
52,10/25/2025 12:26,11.6,19.8,Transfer,T3,FALSE,31.4,TRUE,0
53,10/25/2025 12:29,6.8,16.6,Withdrawal,T1,FALSE,23.5,TRUE,0
54,10/25/2025 12:29,1.4,22.8,Withdrawal,T1,FALSE,24.2,TRUE,0
55,10/25/2025 12:30,1.9,23.2,Withdrawal,T2,FALSE,25.2,TRUE,0
56,10/25/2025 12:33,5,20.4,Deposit,T1,FALSE,25.4,TRUE,0
57,10/25/2025 12:34,6.8,21,Withdrawal,T2,FALSE,27.8,TRUE,0
58,10/25/2025 12:36,6.1,20.8,Withdrawal,T3,FALSE,26.9,TRUE,0
59,10/25/2025 12:37,3.6,21.8,Balance Check,T1,FALSE,25.4,TRUE,0
60,10/25/2025 12:38,15.3,23.3,Deposit,T2,FALSE,38.5,TRUE,0
61,10/25/2025 12:40,1,22.2,Balance Check,T1,FALSE,23.2,TRUE,0
62,10/25/2025 12:43,8.4,20,Pay Order,T3,FALSE,28.4,TRUE,0
63,10/25/2025 12:44,1,19.5,Balance Check,T1,FALSE,20.5,TRUE,0
64,10/25/2025 12:44,3.5,19.7,Withdrawal,T1,FALSE,23.2,TRUE,0
65,10/25/2025 12:45,13.7,22.6,Deposit,T1,FALSE,36.4,TRUE,0
66,10/25/2025 12:47,10.4,24.2,Pay Order,T3,FALSE,34.5,TRUE,0
67,10/25/2025 12:49,,28.1,Withdrawal,,TRUE,,FALSE,1
68,10/25/2025 12:49,,27.6,Loan Inquiry,,TRUE,,FALSE,2
69,10/25/2025 12:49,,27.6,Deposit,,TRUE,,FALSE,3
70,10/25/2025 12:50,,27.3,Pay Order,,TRUE,,FALSE,4
71,10/25/2025 12:51,,25.8,Balance Check,,TRUE,,FALSE,5
72,10/25/2025 12:54,15.1,22.9,Deposit,T2,FALSE,38,TRUE,5
73,10/25/2025 12:55,,26.5,Deposit,,TRUE,,FALSE,6
74,10/25/2025 12:56,,25.7,Withdrawal,,TRUE,,FALSE,7
75,10/25/2025 12:57,17,24.5,Pay Order,T1,FALSE,41.5,TRUE,7
76,10/25/2025 12:58,3.5,23.4,Deposit,T3,FALSE,26.8,TRUE,7
77,10/25/2025 13:02,8.1,23.7,Withdrawal,T3,FALSE,31.8,TRUE,7
78,10/25/2025 13:04,,28.1,Balance Check,,TRUE,,FALSE,8
79,10/25/2025 13:09,3.2,23,Deposit,T2,FALSE,26.2,TRUE,8
80,10/25/2025 13:09,52.2,24.3,Pay Order,T3,FALSE,76.5,TRUE,8
81,10/25/2025 13:10,,25.2,Withdrawal,,TRUE,,FALSE,9
82,10/25/2025 13:10,,25.1,Loan Inquiry,,TRUE,,FALSE,10
83,10/25/2025 13:12,1,23.5,Withdrawal,T2,FALSE,24.5,TRUE,10
84,10/25/2025 13:12,1,23.7,Deposit,T2,FALSE,24.7,TRUE,10
85,10/25/2025 13:15,6.2,22.2,Deposit,T2,FALSE,28.3,TRUE,10
86,10/25/2025 13:16,5.6,22.4,Withdrawal,T1,FALSE,28,TRUE,10
87,10/25/2025 13:18,,25.6,Deposit,,TRUE,,FALSE,11
88,10/25/2025 13:19,1,24.4,Withdrawal,T2,FALSE,25.4,TRUE,11
89,10/25/2025 13:20,1,24,Deposit,T1,FALSE,25,TRUE,11
90,10/25/2025 13:21,3.3,22.9,Withdrawal,T2,FALSE,26.3,TRUE,11
91,10/25/2025 13:24,1,21.5,Balance Check,T1,FALSE,22.5,TRUE,11
92,10/25/2025 13:25,10,21.3,Withdrawal,T1,FALSE,31.3,TRUE,11
93,10/25/2025 13:25,1.5,22.4,Balance Check,T2,FALSE,23.9,TRUE,11
94,10/25/2025 13:26,1,22.8,Deposit,T2,FALSE,23.8,TRUE,11
95,10/25/2025 13:27,17.4,22.7,Pay Order,T2,FALSE,40.1,TRUE,11
96,10/25/2025 13:28,,28.5,Transfer,,TRUE,,FALSE,12
97,10/25/2025 13:29,,27.5,Deposit,,TRUE,,FALSE,13
98,10/25/2025 13:30,,26.4,Transfer,,TRUE,,FALSE,14
99,10/25/2025 13:31,,25.5,Deposit,,TRUE,,FALSE,15
100,10/25/2025 13:32,2.7,24.4,Deposit,T1,FALSE,27.2,TRUE,15
101,10/25/2025 13:32,,27.1,Balance Check,,TRUE,,FALSE,16
102,10/25/2025 13:32,,26.8,Deposit,,TRUE,,FALSE,17
103,10/25/2025 13:32,,26.5,Withdrawal,,TRUE,,FALSE,18
104,10/25/2025 13:33,,26.1,Deposit,,TRUE,,FALSE,19
105,10/25/2025 13:33,,25.4,Deposit,,TRUE,,FALSE,20
106,10/25/2025 13:36,1,22.6,Withdrawal,T1,FALSE,23.6,TRUE,20
107,10/25/2025 13:40,1,19.4,Withdrawal,T1,FALSE,20.4,TRUE,20
108,10/25/2025 13:42,1.2,19.1,Withdrawal,T1,FALSE,20.3,TRUE,20
109,10/25/2025 13:42,10.1,19.5,Withdrawal,T1,FALSE,29.6,TRUE,20
110,10/25/2025 13:43,1.3,24.2,Withdrawal,T2,FALSE,25.4,TRUE,20
111,10/25/2025 13:45,12.5,24,Withdrawal,T2,FALSE,36.5,TRUE,20
112,10/25/2025 13:46,,25.6,Withdrawal,,TRUE,,FALSE,21
113,10/25/2025 13:48,2.3,23.9,Balance Check,T1,FALSE,26.1,TRUE,21
114,10/25/2025 13:49,,25.5,Pay Order,,TRUE,,FALSE,22
115,10/25/2025 13:49,,25.5,Balance Check,,TRUE,,FALSE,23
116,10/25/2025 13:49,,25.4,Loan Inquiry,,TRUE,,FALSE,24
117,10/25/2025 13:49,,25.4,Deposit,,TRUE,,FALSE,25
118,10/25/2025 13:52,1.5,22.1,Deposit,T1,FALSE,23.6,TRUE,25
119,10/25/2025 13:53,2.6,23,Balance Check,T1,FALSE,25.6,TRUE,25
120,10/25/2025 13:54,1.1,24.4,Balance Check,T1,FALSE,25.5,TRUE,25
121,10/25/2025 13:58,3.2,21.9,Withdrawal,T1,FALSE,25,TRUE,25
122,10/25/2025 13:59,2.9,22.7,Withdrawal,T2,FALSE,25.6,TRUE,25
1,10/26/2025 11:01,11.4,0,Pay Order,T1,FALSE,11.4,TRUE,0
2,10/26/2025 11:01,2.9,0,Deposit,T2,FALSE,2.9,TRUE,0
3,10/26/2025 11:03,3.6,0,Pay Order,T3,FALSE,3.6,TRUE,0
4,10/26/2025 11:04,3.2,0,Withdrawal,T2,FALSE,3.2,TRUE,0
5,10/26/2025 11:05,6.6,1,Withdrawal,T3,FALSE,7.6,TRUE,0
6,10/26/2025 11:07,23.2,0.3,Transfer,T2,FALSE,23.6,TRUE,0
7,10/26/2025 11:08,26,4.6,Pay Order,T1,FALSE,30.5,TRUE,0
8,10/26/2025 11:11,1,1.9,Withdrawal,T3,FALSE,2.9,TRUE,0
9,10/26/2025 11:16,5.6,0,Withdrawal,T3,FALSE,5.6,TRUE,0
10,10/26/2025 11:16,22.1,5.4,Deposit,T3,FALSE,27.5,TRUE,0
11,10/26/2025 11:19,12.6,11.5,Deposit,T2,FALSE,24.2,TRUE,0
12,10/26/2025 11:21,24.5,17.2,Loan Inquiry,T1,FALSE,41.7,TRUE,0
13,10/26/2025 11:22,21.3,21.4,Pay Order,T2,FALSE,42.7,TRUE,0
14,10/26/2025 11:24,6.2,19.2,Transfer,T3,FALSE,25.4,TRUE,0
15,10/26/2025 11:25,17.5,24.9,Deposit,T3,FALSE,42.3,TRUE,0
16,10/26/2025 11:26,,37.2,Withdrawal,,TRUE,,FALSE,1
17,10/26/2025 11:26,,36.8,Withdrawal,,TRUE,,FALSE,2
18,10/26/2025 11:27,,36,Withdrawal,,TRUE,,FALSE,3
19,10/26/2025 11:27,,35.4,Balance Check,,TRUE,,FALSE,4
20,10/26/2025 11:29,,33.9,Deposit,,TRUE,,FALSE,5
21,10/26/2025 11:29,,33.4,Deposit,,TRUE,,FALSE,6
22,10/26/2025 11:36,,27.1,Withdrawal,,TRUE,,FALSE,7
23,10/26/2025 11:37,,26.1,Deposit,,TRUE,,FALSE,8
24,10/26/2025 11:37,,25.6,Deposit,,TRUE,,FALSE,9
25,10/26/2025 11:39,22.7,24,Pay Order,T1,FALSE,46.7,TRUE,9
26,10/26/2025 11:44,5.6,20.7,Deposit,T2,FALSE,26.3,TRUE,9
27,10/26/2025 11:48,1,19,Deposit,T3,FALSE,20,TRUE,9
28,10/26/2025 11:49,4.8,19.7,Withdrawal,T3,FALSE,24.5,TRUE,9
29,10/26/2025 11:52,1,18.5,Balance Check,T2,FALSE,19.5,TRUE,9
30,10/26/2025 11:54,1,17.1,Transfer,T2,FALSE,18.1,TRUE,9
31,10/26/2025 11:54,1,18.1,Deposit,T2,FALSE,19.1,TRUE,9
32,10/26/2025 11:55,12.3,18.2,Pay Order,T3,FALSE,30.5,TRUE,9
33,10/26/2025 11:55,4.2,17.9,Withdrawal,T2,FALSE,22,TRUE,9
34,10/26/2025 11:56,1,21.4,Deposit,T2,FALSE,22.4,TRUE,9
35,10/26/2025 11:57,9.4,21,Deposit,T2,FALSE,30.4,TRUE,9
36,10/26/2025 11:59,,26.7,Withdrawal,,TRUE,,FALSE,10
37,10/26/2025 12:01,1,24.5,Withdrawal,T3,FALSE,25.5,TRUE,10
38,10/26/2025 12:02,14.2,23.5,Withdrawal,T1,FALSE,37.7,TRUE,10
39,10/26/2025 12:02,6.4,23.9,Withdrawal,T3,FALSE,30.3,TRUE,10
40,10/26/2025 12:04,2.2,23.8,Deposit,T2,FALSE,25.9,TRUE,10
41,10/26/2025 12:06,5.6,23.6,Transfer,T2,FALSE,29.3,TRUE,10
42,10/26/2025 12:07,,25.7,Loan Inquiry,,TRUE,,FALSE,11
43,10/26/2025 12:07,,25.4,Withdrawal,,TRUE,,FALSE,12
44,10/26/2025 12:10,1,23,Deposit,T3,FALSE,24,TRUE,12
45,10/26/2025 12:12,9.2,21.9,Deposit,T3,FALSE,31,TRUE,12
46,10/26/2025 12:12,15.3,23.5,Deposit,T2,FALSE,38.8,TRUE,12
47,10/26/2025 12:20,9.8,19.3,Transfer,T1,FALSE,29.1,TRUE,12
48,10/26/2025 12:23,48.9,20.2,Pay Order,T3,FALSE,69.1,TRUE,12
49,10/26/2025 12:24,,25.4,Balance Check,,TRUE,,FALSE,13
50,10/26/2025 12:24,,25.4,Loan Inquiry,,TRUE,,FALSE,14
51,10/26/2025 12:26,1.9,24,Deposit,T1,FALSE,25.9,TRUE,14
52,10/26/2025 12:26,37.3,24.7,Loan Inquiry,T2,FALSE,62,TRUE,14
53,10/26/2025 12:27,34.3,24.3,Pay Order,T1,FALSE,58.7,TRUE,14
54,10/26/2025 12:29,,56.6,Balance Check,,TRUE,,FALSE,15
55,10/26/2025 12:30,,55.5,Deposit,,TRUE,,FALSE,16
56,10/26/2025 12:31,,54.8,Deposit,,TRUE,,FALSE,17
57,10/26/2025 12:33,,52.6,Withdrawal,,TRUE,,FALSE,18
